em_no,fl_no,date,cls
B0392,FB61,11,F
B0170,FB64,11,C
B0392,FB64,11,F
B0170,FB21,12,C
B0392,FB21,12,F
B0170,FB26,12,C
B0392,FB26,12,F
B0170,FB469,13,C
B0392,FB469,13,F
B0170,FB468,13,C
B0392,FB468,13,F
B0170,FB251,14,C
B0392,FB251,14,F
B0170,FB256,14,C
B0392,FB256,14,F
B0170,FB21,15,C
B0392,FB21,15,F
B0170,FB26,15,C
B0392,FB26,15,F
B0170,FB741,16,C
B0392,FB741,16,F
B0170,FB4876,16,C
B0392,FB4876,16,F
B0170,FB76,16,C
B0392,FB76,16,F
B0170,FB395,17,C
B0392,FB395,17,F
B0170,FB398,17,C
B0392,FB398,17,F
B0170,FB575,18,C
B0392,FB575,18,F
B0170,FB576,18,C
B0392,FB576,18,F
B0170,FB21,19,C
B0392,FB21,19,F
B0170,FB26,19,C
B0392,FB26,19,F
B0170,FB677,20,C
B0392,FB677,20,F
B0170,FB678,20,C
B0392,FB678,20,F
B0170,FB61,21,C
B0392,FB61,21,F
B0170,FB64,21,C
B0392,FB64,21,F
B0170,FB395,22,C
B0392,FB395,22,F
B0170,FB398,22,C
B0392,FB398,22,F
B0170,FB663,23,C
B0392,FB663,23,F
B0170,FB666,23,C
B0392,FB666,23,F
B0170,FB251,24,C
B0392,FB251,24,F
B0170,FB1209,24,C
B0392,FB1209,24,F
B0170,FB308,24,C
B0392,FB308,24,F
B0170,FB717,25,C
B0392,FB717,25,F
B0170,FB988,25,C
B0392,FB988,25,F
B0170,FB61,26,C
B0392,FB61,26,F
B0170,FB64,26,C
B0392,FB64,26,F
B0170,FB21,27,C
B0392,FB21,27,F
B0170,FB26,27,C
B0392,FB26,27,F
B0170,FB395,28,C
B0392,FB395,28,F
B0170,FB398,28,C
B0392,FB398,28,F
B0170,FB741,29,C
B0392,FB741,29,F
B0170,FB742,29,C
B0392,FB742,29,F
B0170,FB395,30,C
B0392,FB395,30,F
B0170,FB398,30,C
B0392,FB398,30,F
B0170,FB21,31,C
B0392,FB21,31,F
B0170,FB26,31,C
B0392,FB26,31,F
B0171,FB693,1,C
B0393,FB693,1,F
B0171,FB696,1,C
B0393,FB696,1,F
B0171,FB563,2,C
B0393,FB563,2,F
B0171,FB566,2,C
B0393,FB566,2,F
B0171,FB395,3,C
B0393,FB395,3,F
B0171,FB398,3,C
B0393,FB398,3,F
B0171,FB21,4,C
B0393,FB21,4,F
B0171,FB26,4,C
B0393,FB26,4,F
B0171,FB741,5,C
B0393,FB741,5,F
B0171,FB742,5,C
B0393,FB742,5,F
B0171,FB395,6,C
B0393,FB395,6,F
B0171,FB398,6,C
B0393,FB398,6,F
B0171,FB663,7,C
B0393,FB663,7,F
B0171,FB666,7,C
B0393,FB666,7,F
B0171,FB471,8,C
B0393,FB471,8,F
B0171,FB470,8,C
B0393,FB470,8,F
B0171,FB741,9,C
B0393,FB741,9,F
B0171,FB742,9,C
B0393,FB742,9,F
B0171,FB395,10,C
B0393,FB395,10,F
B0171,FB398,10,C
B0393,FB398,10,F
B0171,FB663,11,C
B0393,FB663,11,F
B0171,FB666,11,C
B0393,FB666,11,F
B0171,FB663,12,C
B0393,FB663,12,F
B0171,FB666,12,C
B0393,FB666,12,F
B0171,FB575,13,C
B0393,FB575,13,F
B0171,FB576,13,C
B0393,FB576,13,F
B0171,FB471,14,C
B0393,FB471,14,F
B0171,FB470,14,C
B0393,FB470,14,F
B0171,FB563,15,C
B0393,FB563,15,F
B0171,FB566,15,C
B0393,FB566,15,F
B0171,FB563,16,C
B0393,FB563,16,F
B0171,FB568,16,C
B0393,FB568,16,F
B0171,FB563,17,C
B0393,FB563,17,F
B0171,FB566,17,C
B0393,FB566,17,F
B0171,FB677,18,C
B0393,FB677,18,F
B0171,FB678,18,C
B0393,FB678,18,F
B0171,FB563,19,C
B0393,FB563,19,F
B0171,FB566,19,C
B0393,FB566,19,F
B0171,FB663,20,C
B0393,FB663,20,F
B0171,FB666,20,C
B0393,FB666,20,F
B0171,FB663,21,C
B0393,FB663,21,F
B0171,FB666,21,C
B0393,FB666,21,F
B0171,FB741,22,C
B0393,FB741,22,F
B0171,FB742,22,C
B0393,FB742,22,F
B0171,FB395,23,C
B0393,FB395,23,F
B0171,FB398,23,C
B0393,FB398,23,F
B0171,FB471,24,C
B0393,FB471,24,F
B0171,FB1872,24,C
B0393,FB1872,24,F
B0171,FB786,24,C
B0393,FB786,24,F
B0171,FB739,24,C
B0393,FB739,24,F
B0171,FB740,25,C
B0393,FB740,25,F
B0171,FB100,25,C
B0393,FB100,25,F
B0171,FB21,26,C
B0393,FB21,26,F
B0171,FB26,26,C
B0393,FB26,26,F
B0171,FB61,27,C
B0393,FB61,27,F
B0171,FB64,27,C
B0393,FB64,27,F
B0171,FB563,28,C
B0393,FB563,28,F
B0171,FB568,28,C
B0393,FB568,28,F
B0171,FB471,29,C
B0393,FB471,29,F
B0171,FB1872,29,C
B0393,FB1872,29,F
B0171,FB786,29,C
B0393,FB786,29,F
B0171,FB1709,29,C
B0393,FB1709,29,F
B0171,FB242,30,C
B0393,FB242,30,F
B0171,FB741,30,C
B0393,FB741,30,F
B0171,FB742,30,C
B0393,FB742,30,F
B0171,FB563,31,C
B0393,FB563,31,F
B0171,FB566,31,C
B0393,FB566,31,F
B0172,FB677,1,C
B0394,FB677,1,F
B0172,FB678,1,C
B0394,FB678,1,F
B0172,FB741,2,C
B0394,FB741,2,F
B0172,FB4876,2,C
B0394,FB4876,2,F
B0172,FB76,2,C
B0394,FB76,2,F
B0172,FB741,3,C
B0394,FB741,3,F
B0172,FB742,3,C
B0394,FB742,3,F
B0172,FB663,4,C
B0394,FB663,4,F
B0172,FB666,4,C
B0394,FB666,4,F
B0172,FB251,5,C
B0394,FB251,5,F
B0172,FB1209,5,C
B0394,FB1209,5,F
B0172,FB308,5,C
B0394,FB308,5,F
B0172,FB703,6,C
B0394,FB703,6,F
B0172,FB706,6,C
B0394,FB706,6,F
B0172,FB447,6,C
B0394,FB447,6,F
B0172,FB432,7,C
B0394,FB432,7,F
B0172,FB703,7,C
B0394,FB703,7,F
B0172,FB706,7,C
B0394,FB706,7,F
B0172,FB492,8,C
B0394,FB492,8,F
B0172,FB91,8,C
B0394,FB91,8,F
B0172,FB92,8,C
B0394,FB92,8,F
B0172,FB563,9,C
B0394,FB563,9,F
B0172,FB568,9,C
B0394,FB568,9,F
B0172,FB741,10,C
B0394,FB741,10,F
B0172,FB742,10,C
B0394,FB742,10,F
B0172,FB21,11,C
B0394,FB21,11,F
B0172,FB26,11,C
B0394,FB26,11,F
B0172,FB741,12,C
B0394,FB741,12,F
B0172,FB742,12,C
B0394,FB742,12,F
B0172,FB21,13,C
B0394,FB21,13,F
B0172,FB1169,13,C
B0394,FB1169,13,F
B0172,FB1170,13,C
B0394,FB1170,13,F
B0172,FB779,13,C
B0394,FB779,13,F
B0172,FB84,13,C
B0394,FB84,13,F
B0172,FB91,14,C
B0394,FB91,14,F
B0172,FB92,14,C
B0394,FB92,14,F
B0172,FB741,15,C
B0394,FB741,15,F
B0172,FB4876,15,C
B0394,FB4876,15,F
B0172,FB76,15,C
B0394,FB76,15,F
B0172,FB251,16,C
B0394,FB251,16,F
B0172,FB256,16,C
B0394,FB256,16,F
B0172,FB741,17,C
B0394,FB741,17,F
B0172,FB4876,17,C
B0394,FB4876,17,F
B0172,FB76,17,C
B0394,FB76,17,F
B0172,FB61,18,C
B0394,FB61,18,F
B0172,FB64,18,C
B0394,FB64,18,F
B0172,FB741,19,C
B0394,FB741,19,F
B0172,FB742,19,C
B0394,FB742,19,F
B0172,FB61,20,C
B0394,FB61,20,F
B0172,FB64,20,C
B0394,FB64,20,F
B0172,FB741,21,C
B0394,FB741,21,F
B0172,FB742,21,C
B0394,FB742,21,F
B0172,FB563,22,C
B0394,FB563,22,F
B0172,FB566,22,C
B0394,FB566,22,F
B0172,FB563,23,C
B0394,FB563,23,F
B0172,FB566,23,C
B0394,FB566,23,F
B0172,FB87,24,C
B0394,FB87,24,F
B0172,FB88,24,C
B0394,FB88,24,F
B0172,FB663,25,C
B0394,FB663,25,F
B0172,FB666,25,C
B0394,FB666,25,F
B0172,FB395,26,C
B0394,FB395,26,F
B0172,FB398,26,C
B0394,FB398,26,F
B0172,FB663,27,C
B0394,FB663,27,F
B0172,FB666,27,C
B0394,FB666,27,F
B0172,FB741,28,C
B0394,FB741,28,F
B0172,FB742,28,C
B0394,FB742,28,F
B0172,FB623,29,C
B0394,FB623,29,F
B0172,FB626,29,C
B0394,FB626,29,F
B0172,FB563,30,C
B0394,FB563,30,F
B0172,FB566,30,C
B0394,FB566,30,F
B0172,FB741,31,C
B0394,FB741,31,F
B0172,FB742,31,C
B0394,FB742,31,F
B0173,FB663,1,C
B0395,FB663,1,F
B0173,FB666,1,C
B0395,FB666,1,F
B0173,FB251,2,C
B0395,FB251,2,F
B0173,FB256,2,C
B0395,FB256,2,F
B0173,FB251,3,C
B0395,FB251,3,F
B0173,FB256,3,C
B0395,FB256,3,F
B0173,FB395,4,C
B0395,FB395,4,F
B0173,FB398,4,C
B0395,FB398,4,F
B0173,FB471,5,C
B0395,FB471,5,F
B0173,FB470,5,C
B0395,FB470,5,F
B0173,FB741,6,C
B0395,FB741,6,F
B0173,FB4876,6,C
B0395,FB4876,6,F
B0173,FB76,6,C
B0395,FB76,6,F
B0173,FB61,7,C
B0395,FB61,7,F
B0173,FB64,7,C
B0395,FB64,7,F
B0173,FB23,8,C
B0395,FB23,8,F
B0173,FB28,8,C
B0395,FB28,8,F
B0173,FB251,9,C
B0395,FB251,9,F
B0173,FB256,9,C
B0395,FB256,9,F
B0173,FB251,10,C
B0395,FB251,10,F
B0173,FB256,10,C
B0395,FB256,10,F
B0173,FB563,11,C
B0395,FB563,11,F
B0173,FB568,11,C
B0395,FB568,11,F
B0173,FB251,12,C
B0395,FB251,12,F
B0173,FB256,12,C
B0395,FB256,12,F
B0173,FB61,13,C
B0395,FB61,13,F
B0173,FB64,13,C
B0395,FB64,13,F
B0173,FB623,14,C
B0395,FB623,14,F
B0173,FB626,14,C
B0395,FB626,14,F
B0173,FB251,15,C
B0395,FB251,15,F
B0173,FB256,15,C
B0395,FB256,15,F
B0173,FB635,16,C
B0395,FB635,16,F
B0173,FB640,16,C
B0395,FB640,16,F
B0173,FB251,17,C
B0395,FB251,17,F
B0173,FB260,17,C
B0395,FB260,17,F
B0173,FB663,18,C
B0395,FB663,18,F
B0173,FB666,18,C
B0395,FB666,18,F
B0173,FB251,19,C
B0395,FB251,19,F
B0173,FB1209,19,C
B0395,FB1209,19,F
B0173,FB474,19,C
B0395,FB474,19,F
B0173,FB21,20,C
B0395,FB21,20,F
B0173,FB26,20,C
B0395,FB26,20,F
B0173,FB251,21,C
B0395,FB251,21,F
B0173,FB256,21,C
B0395,FB256,21,F
B0173,FB251,22,C
B0395,FB251,22,F
B0173,FB1209,22,C
B0395,FB1209,22,F
B0173,FB308,22,C
B0395,FB308,22,F
B0173,FB447,23,C
B0395,FB447,23,F
B0173,FB274,23,C
B0395,FB274,23,F
B0173,FB635,24,C
B0395,FB635,24,F
B0173,FB636,24,C
B0395,FB636,24,F
B0173,FB563,25,C
B0395,FB563,25,F
B0173,FB566,25,C
B0395,FB566,25,F
B0173,FB741,26,C
B0395,FB741,26,F
B0173,FB742,26,C
B0395,FB742,26,F
B0173,FB395,27,C
B0395,FB395,27,F
B0173,FB398,27,C
B0395,FB398,27,F
B0173,FB251,28,C
B0395,FB251,28,F
B0173,FB256,28,C
B0395,FB256,28,F
B0173,FB91,29,C
B0395,FB91,29,F
B0173,FB92,29,C
B0395,FB92,29,F
B0173,FB251,30,C
B0395,FB251,30,F
B0173,FB256,30,C
B0395,FB256,30,F
B0173,FB251,31,C
B0395,FB251,31,F
B0173,FB256,31,C
B0395,FB256,31,F
B0174,FB61,1,C
B0396,FB61,1,F
B0174,FB64,1,C
B0396,FB64,1,F
B0174,FB471,2,C
B0396,FB471,2,F
B0174,FB470,2,C
B0396,FB470,2,F
B0174,FB471,3,C
B0396,FB471,3,F
B0174,FB470,3,C
B0396,FB470,3,F
B0174,FB741,4,C
B0396,FB741,4,F
B0174,FB4876,5,C
B0396,FB4876,5,F
B0174,FB76,5,C
B0396,FB76,5,F
B0174,FB563,6,C
B0396,FB563,6,F
B0174,FB566,6,C
B0396,FB566,6,F
B0174,FB395,7,C
B0396,FB395,7,F
B0174,FB398,7,C
B0396,FB398,7,F
B0174,FB63,8,C
B0396,FB63,8,F
B0174,FB1174,8,C
B0396,FB1174,8,F
B0174,FB756,8,C
B0396,FB756,8,F
B0174,FB471,9,C
B0396,FB471,9,F
B0174,FB470,9,C
B0396,FB470,9,F
B0174,FB471,10,C
B0396,FB471,10,F
B0174,FB470,10,C
B0396,FB470,10,F
B0174,FB741,11,C
B0396,FB741,11,F
B0174,FB4876,11,C
B0396,FB4876,11,F
B0174,FB76,11,C
B0396,FB76,11,F
B0174,FB623,12,C
B0396,FB623,12,F
B0174,FB626,12,C
B0396,FB626,12,F
B0174,FB563,13,C
B0396,FB563,13,F
B0174,FB566,13,C
B0396,FB566,13,F
B0174,FB63,14,C
B0396,FB63,14,F
B0174,FB1174,14,C
B0396,FB1174,14,F
B0174,FB756,14,C
B0396,FB756,14,F
B0174,FB471,15,C
B0396,FB471,15,F
B0174,FB470,15,C
B0396,FB470,15,F
B0174,FB87,16,C
B0396,FB87,16,F
B0174,FB88,16,C
B0396,FB88,16,F
B0174,FB471,17,C
B0396,FB471,17,F
B0174,FB1872,17,C
B0396,FB1872,17,F
B0174,FB786,17,C
B0396,FB786,17,F
B0174,FB529,17,C
B0396,FB529,17,F
B0174,FB642,18,C
B0396,FB642,18,F
B0174,FB563,18,C
B0396,FB563,18,F
B0174,FB568,18,C
B0396,FB568,18,F
B0174,FB91,19,C
B0396,FB91,19,F
B0174,FB92,19,C
B0396,FB92,19,F
B0174,FB741,20,C
B0396,FB741,20,F
B0174,FB4876,23,C
B0396,FB4876,23,F
B0174,FB76,23,C
B0396,FB76,23,F
B0174,FB63,24,C
B0396,FB63,24,F
B0174,FB1174,24,C
B0396,FB1174,24,F
B0174,FB756,24,C
B0396,FB756,24,F
B0174,FB741,25,C
B0396,FB741,25,F
B0174,FB742,25,C
B0396,FB742,25,F
B0174,FB563,26,C
B0396,FB563,26,F
B0174,FB566,26,C
B0396,FB566,26,F
B0174,FB563,27,C
B0396,FB563,27,F
B0174,FB566,27,C
B0396,FB566,27,F
B0174,FB471,28,C
B0396,FB471,28,F
B0174,FB470,28,C
B0396,FB470,28,F
B0174,FB87,29,C
B0396,FB87,29,F
B0174,FB88,29,C
B0396,FB88,29,F
B0174,FB471,30,C
B0396,FB471,30,F
B0174,FB470,30,C
B0396,FB470,30,F
B0174,FB623,31,C
B0396,FB623,31,F
B0174,FB630,31,C
B0396,FB630,31,F
B0175,FB21,1,C
B0397,FB21,1,F
B0175,FB545,1,C
B0397,FB545,1,F
B0175,FB548,1,C
B0397,FB548,1,F
B0175,FB34,1,C
B0397,FB34,1,F
B0175,FB623,2,C
B0397,FB623,2,F
B0175,FB626,2,C
B0397,FB626,2,F
B0175,FB87,3,C
B0397,FB87,3,F
B0175,FB88,3,C
B0397,FB88,3,F
B0175,FB251,4,C
B0397,FB251,4,F
B0175,FB256,4,C
B0397,FB256,4,F
B0175,FB623,5,C
B0397,FB623,5,F
B0175,FB626,5,C
B0397,FB626,5,F
B0175,FB251,6,C
B0397,FB251,6,F
B0175,FB256,6,C
B0397,FB256,6,F
B0175,FB563,7,C
B0397,FB563,7,F
B0175,FB570,7,C
B0397,FB570,7,F
B0175,FB87,8,C
B0397,FB87,8,F
B0175,FB88,8,C
B0397,FB88,8,F
B0175,FB87,9,C
B0397,FB87,9,F
B0175,FB88,9,C
B0397,FB88,9,F
B0175,FB91,10,C
B0397,FB91,10,F
B0175,FB92,10,C
B0397,FB92,10,F
B0175,FB251,11,C
B0397,FB251,11,F
B0175,FB256,11,C
B0397,FB256,11,F
B0175,FB91,12,C
B0397,FB91,12,F
B0175,FB92,12,C
B0397,FB92,12,F
B0175,FB251,13,C
B0397,FB251,13,F
B0175,FB256,13,C
B0397,FB256,13,F
B0175,FB635,14,C
B0397,FB635,14,F
B0175,FB640,14,C
B0397,FB640,14,F
B0175,FB623,15,C
B0397,FB623,15,F
B0175,FB626,15,C
B0397,FB626,15,F
B0175,FB23,16,C
B0397,FB23,16,F
B0175,FB505,16,C
B0397,FB505,16,F
B0175,FB1156,16,C
B0397,FB1156,16,F
B0175,FB38,16,C
B0397,FB38,16,F
B0175,FB623,17,C
B0397,FB623,17,F
B0175,FB626,17,C
B0397,FB626,17,F
B0175,FB741,18,C
B0397,FB741,18,F
B0175,FB742,18,C
B0397,FB742,18,F
B0175,FB63,19,C
B0397,FB63,19,F
B0175,FB1174,19,C
B0397,FB1174,19,F
B0175,FB756,19,C
B0397,FB756,19,F
B0175,FB563,20,C
B0397,FB563,20,F
B0175,FB568,20,C
B0397,FB568,20,F
B0175,FB471,21,C
B0397,FB471,21,F
B0175,FB470,21,C
B0397,FB470,21,F
B0175,FB91,22,C
B0397,FB91,22,F
B0175,FB92,22,C
B0397,FB92,22,F
B0175,FB251,23,C
B0397,FB251,23,F
B0175,FB256,23,C
B0397,FB256,23,F
B0175,FB23,24,C
B0397,FB23,24,F
B0175,FB28,24,C
B0397,FB28,24,F
B0175,FB251,25,C
B0397,FB251,25,F
B0175,FB1209,25,C
B0397,FB1209,25,F
B0175,FB308,25,C
B0397,FB308,25,F
B0175,FB449,26,C
B0397,FB449,26,F
B0175,FB434,27,C
B0397,FB434,27,F
B0175,FB447,27,C
B0397,FB447,27,F
B0175,FB432,28,C
B0397,FB432,28,F
B0175,FB703,28,C
B0397,FB703,28,F
B0175,FB706,28,C
B0397,FB706,28,F
B0175,FB301,29,C
B0397,FB301,29,F
B0175,FB2158,29,C
B0397,FB2158,29,F
B0175,FB623,30,C
B0397,FB623,30,F
B0175,FB626,30,C
B0397,FB626,30,F
B0175,FB635,31,C
B0397,FB635,31,F
B0175,FB636,31,C
B0397,FB636,31,F
B0176,FB395,1,C
B0398,FB395,1,F
B0176,FB398,1,C
B0398,FB398,1,F
B0176,FB23,2,C
B0398,FB23,2,F
B0176,FB28,2,C
B0398,FB28,2,F
B0176,FB635,3,C
B0398,FB635,3,F
B0176,FB636,3,C
B0398,FB636,3,F
B0176,FB471,4,C
B0398,FB471,4,F
B0176,FB1872,4,C
B0398,FB1872,4,F
B0176,FB786,4,C
B0398,FB786,4,F
B0176,FB739,4,C
B0398,FB739,4,F
B0176,FB740,5,C
B0398,FB740,5,F
B0176,FB98,5,C
B0398,FB98,5,F
B0176,FB63,6,C
B0398,FB63,6,F
B0176,FB1174,6,C
B0398,FB1174,6,F
B0176,FB756,6,C
B0398,FB756,6,F
B0176,FB741,7,C
B0398,FB741,7,F
B0176,FB4876,7,C
B0398,FB4876,7,F
B0176,FB76,7,C
B0398,FB76,7,F
B0176,FB635,8,C
B0398,FB635,8,F
B0176,FB636,8,C
B0398,FB636,8,F
B0176,FB23,9,C
B0398,FB23,9,F
B0176,FB2178,9,C
B0398,FB2178,9,F
B0176,FB87,10,C
B0398,FB87,10,F
B0176,FB88,10,C
B0398,FB88,10,F
B0176,FB23,11,C
B0398,FB23,11,F
B0176,FB28,11,C
B0398,FB28,11,F
B0176,FB23,12,C
B0398,FB23,12,F
B0176,FB505,12,C
B0398,FB505,12,F
B0176,FB1156,12,C
B0398,FB1156,12,F
B0176,FB38,12,C
B0398,FB38,12,F
B0176,FB471,13,C
B0398,FB471,13,F
B0176,FB470,13,C
B0398,FB470,13,F
B0176,FB23,14,C
B0398,FB23,14,F
B0176,FB505,14,C
B0398,FB505,14,F
B0176,FB1156,14,C
B0398,FB1156,14,F
B0176,FB38,14,C
B0398,FB38,14,F
B0176,FB91,15,C
B0398,FB91,15,F
B0176,FB92,15,C
B0398,FB92,15,F
B0176,FB535,16,C
B0398,FB535,16,F
B0176,FB536,16,C
B0398,FB536,16,F
B0176,FB87,17,C
B0398,FB87,17,F
B0176,FB88,17,C
B0398,FB88,17,F
B0176,FB251,18,C
B0398,FB251,18,F
B0176,FB256,18,C
B0398,FB256,18,F
B0176,FB635,19,C
B0398,FB635,19,F
B0176,FB640,19,C
B0398,FB640,19,F
B0176,FB251,20,C
B0398,FB251,20,F
B0176,FB260,20,C
B0398,FB260,20,F
B0176,FB623,21,C
B0398,FB623,21,F
B0176,FB626,21,C
B0398,FB626,21,F
B0176,FB623,22,C
B0398,FB623,22,F
B0176,FB626,22,C
B0398,FB626,22,F
B0176,FB471,23,C
B0398,FB471,23,F
B0176,FB470,23,C
B0398,FB470,23,F
B0176,FB535,24,C
B0398,FB535,24,F
B0176,FB536,24,C
B0398,FB536,24,F
B0176,FB471,25,C
B0398,FB471,25,F
B0176,FB470,25,C
B0398,FB470,25,F
B0176,FB251,26,C
B0398,FB251,26,F
B0176,FB256,26,C
B0398,FB256,26,F
B0176,FB251,27,C
B0398,FB251,27,F
B0176,FB1209,27,C
B0398,FB1209,27,F
B0176,FB308,27,C
B0398,FB308,27,F
B0176,FB447,28,C
B0398,FB447,28,F
B0176,FB274,28,C
B0398,FB274,28,F
B0176,FB63,29,C
B0398,FB63,29,F
B0176,FB1174,29,C
B0398,FB1174,29,F
B0176,FB756,29,C
B0398,FB756,29,F
B0176,FB635,30,C
B0398,FB635,30,F
B0176,FB636,30,C
B0398,FB636,30,F
B0176,FB87,31,C
B0398,FB87,31,F
B0176,FB88,31,C
B0398,FB88,31,F
B0073,FB741,1,C
B0295,FB741,1,F
B0073,FB4876,1,C
B0295,FB4876,1,F
B0073,FB76,1,C
B0295,FB76,1,F
B0073,FB635,2,C
B0295,FB635,2,F
B0073,FB636,2,C
B0295,FB636,2,F
B0073,FB63,3,C
B0295,FB63,3,F
B0073,FB778,3,C
B0295,FB778,3,F
B0073,FB40,3,C
B0295,FB40,3,F
B0073,FB23,4,C
B0295,FB23,4,F
B0073,FB767,4,C
B0295,FB767,4,F
B0073,FB770,4,C
B0295,FB770,4,F
B0073,FB40,4,C
B0295,FB40,4,F
B0073,FB87,5,C
B0295,FB87,5,F
B0073,FB88,5,C
B0295,FB88,5,F
B0073,FB635,6,C
B0295,FB635,6,F
B0073,FB636,6,C
B0295,FB636,6,F
B0073,FB251,7,C
B0295,FB251,7,F
B0073,FB256,7,C
B0295,FB256,7,F
B0073,FB535,8,C
B0295,FB535,8,F
B0073,FB536,8,C
B0295,FB536,8,F
B0073,FB635,9,C
B0295,FB635,9,F
B0073,FB636,9,C
B0295,FB636,9,F
B0073,FB63,10,C
B0295,FB63,10,F
B0073,FB290,10,C
B0295,FB290,10,F
B0073,FB428,10,C
B0295,FB428,10,F
B0073,FB739,10,C
B0295,FB739,10,F
B0073,FB740,11,C
B0295,FB740,11,F
B0073,FB100,11,C
B0295,FB100,11,F
B0073,FB63,12,C
B0295,FB63,12,F
B0073,FB1174,12,C
B0295,FB1174,12,F
B0073,FB756,12,C
B0295,FB756,12,F
B0073,FB623,13,C
B0295,FB623,13,F
B0073,FB626,13,C
B0295,FB626,13,F
B0073,FB535,14,C
B0295,FB535,14,F
B0073,FB536,14,C
B0295,FB536,14,F
B0073,FB635,15,C
B0295,FB635,15,F
B0073,FB640,15,C
B0295,FB640,15,F
B0073,FB377,16,C
B0295,FB377,16,F
B0073,FB378,16,C
B0295,FB378,16,F
B0073,FB63,17,C
B0295,FB63,17,F
B0073,FB1174,17,C
B0295,FB1174,17,F
B0073,FB756,17,C
B0295,FB756,17,F
B0073,FB87,18,C
B0295,FB87,18,F
B0073,FB88,18,C
B0295,FB88,18,F
B0073,FB87,19,C
B0295,FB87,19,F
B0073,FB88,19,C
B0295,FB88,19,F
B0073,FB471,20,C
B0295,FB471,20,F
B0073,FB1868,20,C
B0295,FB1868,20,F
B0073,FB526,20,C
B0295,FB526,20,F
B0073,FB529,20,C
B0295,FB529,20,F
B0073,FB642,21,C
B0295,FB642,21,F
B0073,FB91,21,C
B0295,FB91,21,F
B0073,FB92,21,C
B0295,FB92,21,F
B0073,FB23,22,C
B0295,FB23,22,F
B0073,FB767,22,C
B0295,FB767,22,F
B0073,FB770,22,C
B0295,FB770,22,F
B0073,FB529,22,C
B0295,FB529,22,F
B0073,FB1867,23,C
B0295,FB1867,23,F
B0073,FB468,23,C
B0295,FB468,23,F
B0073,FB377,24,C
B0295,FB377,24,F
B0073,FB378,24,C
B0295,FB378,24,F
B0073,FB623,25,C
B0295,FB623,25,F
B0073,FB626,25,C
B0295,FB626,25,F
B0073,FB471,26,C
B0295,FB471,26,F
B0073,FB470,26,C
B0295,FB470,26,F
B0073,FB471,27,C
B0295,FB471,27,F
B0073,FB470,27,C
B0295,FB470,27,F
B0073,FB635,28,C
B0295,FB635,28,F
B0073,FB636,28,C
B0295,FB636,28,F
B0073,FB23,29,C
B0295,FB23,29,F
B0073,FB28,29,C
B0295,FB28,29,F
B0073,FB63,30,C
B0295,FB63,30,F
B0073,FB290,30,C
B0295,FB290,30,F
B0073,FB428,30,C
B0295,FB428,30,F
B0073,FB529,30,C
B0295,FB529,30,F
B0073,FB642,31,C
B0295,FB642,31,F
B0073,FB91,31,C
B0295,FB91,31,F
B0073,FB92,31,C
B0295,FB92,31,F
B0074,FB563,1,C
B0296,FB563,1,F
B0074,FB568,1,C
B0296,FB568,1,F
B0074,FB63,2,C
B0296,FB63,2,F
B0074,FB290,2,C
B0296,FB290,2,F
B0074,FB428,2,C
B0296,FB428,2,F
B0074,FB1709,2,C
B0296,FB1709,2,F
B0074,FB1702,3,C
B0296,FB1702,3,F
B0074,FB1605,3,C
B0296,FB1605,3,F
B0074,FB570,3,C
B0296,FB570,3,F
B0074,FB635,4,C
B0296,FB635,4,F
B0074,FB636,4,C
B0296,FB636,4,F
B0074,FB63,5,C
B0296,FB63,5,F
B0074,FB290,5,C
B0296,FB290,5,F
B0074,FB428,5,C
B0296,FB428,5,F
B0074,FB739,5,C
B0296,FB739,5,F
B0074,FB734,6,C
B0296,FB734,6,F
B0074,FB24,6,C
B0296,FB24,6,F
B0074,FB471,7,C
B0296,FB471,7,F
B0074,FB470,7,C
B0296,FB470,7,F
B0074,FB377,8,C
B0296,FB377,8,F
B0074,FB378,8,C
B0296,FB378,8,F
B0074,FB63,9,C
B0296,FB63,9,F
B0074,FB290,9,C
B0296,FB290,9,F
B0074,FB428,9,C
B0296,FB428,9,F
B0074,FB529,9,C
B0296,FB529,9,F
B0074,FB526,10,C
B0296,FB526,10,F
B0074,FB529,10,C
B0296,FB529,10,F
B0074,FB642,11,C
B0296,FB642,11,F
B0074,FB471,11,C
B0296,FB471,11,F
B0074,FB470,11,C
B0296,FB470,11,F
B0074,FB87,12,C
B0296,FB87,12,F
B0074,FB88,12,C
B0296,FB88,12,F
B0074,FB23,13,C
B0296,FB23,13,F
B0074,FB28,13,C
B0296,FB28,13,F
B0074,FB1893,14,C
B0296,FB1893,14,F
B0074,FB1896,14,C
B0296,FB1896,14,F
B0074,FB87,15,C
B0296,FB87,15,F
B0074,FB88,15,C
B0296,FB88,15,F
B0074,FB555,16,C
B0296,FB555,16,F
B0074,FB556,16,C
B0296,FB556,16,F
B0074,FB635,17,C
B0296,FB635,17,F
B0074,FB640,17,C
B0296,FB640,17,F
B0074,FB63,18,C
B0296,FB63,18,F
B0074,FB290,18,C
B0296,FB290,18,F
B0074,FB428,18,C
B0296,FB428,18,F
B0074,FB529,18,C
B0296,FB529,18,F
B0074,FB642,19,C
B0296,FB642,19,F
B0074,FB23,19,C
B0296,FB23,19,F
B0074,FB28,19,C
B0296,FB28,19,F
B0074,FB623,20,C
B0296,FB623,20,F
B0074,FB626,20,C
