fl_no,dpt_date,dpt_time,dpt_ap,arr_date,arr_time,arr_ap,comp
FB58,8/14/2019,11:30,NOU,8/14/2019,13:05,TGD,C1F1
FB775,8/14/2019,11:55,HOM,8/14/2019,13:50,NOU,C1F1
FB377,8/14/2019,12:15,TGD,8/14/2019,13:55,UTC,C1F1
FB90,8/14/2019,12:20,HUK,8/14/2019,15:15,TGD,C1F1
FB378,8/14/2019,14:35,UTC,8/14/2019,16:25,TGD,C1F1
FB1155,8/14/2019,15:30,HOM,8/14/2019,16:35,XMH,C1F1
FB777,8/14/2019,15:45,HOM,8/14/2019,17:35,NOU,C1F1
FB1717,8/14/2019,16:15,HOM,8/14/2019,18:10,NOU,C1F1
FB778,8/14/2019,16:50,NOU,8/14/2019,18:40,HOM,C1F1
FB72,8/14/2019,17:00,NOU,8/14/2019,18:35,TGD,C1F1
FB493,8/14/2019,17:05,TGD,8/14/2019,18:15,GKS,C1F1
FB76,8/14/2019,18:30,NOU,8/14/2019,20:05,TGD,C1F1
FB380,8/14/2019,18:35,NOU,8/14/2019,20:30,SXJ,C1F1
FB458,8/14/2019,18:35,TUK,8/14/2019,20:20,TGD,C1F1
FB1718,8/14/2019,18:45,NOU,8/14/2019,20:55,HOM,C1F1
FB1272,8/14/2019,18:50,NOU,8/14/2019,20:50,THJ,C1F1
FB699,8/14/2019,18:55,TGD,8/14/2019,20:30,BCJ,C1F1
FB476,8/14/2019,19:10,SXA,8/14/2019,21:40,TGD,C1F1
FB1650,8/14/2019,19:15,MYJ,8/14/2019,20:15,HOM,C1F1
FB669,8/14/2019,19:25,TGD,8/14/2019,21:15,GKU,C1F1
FB599,8/14/2019,19:40,TGD,8/14/2019,21:05,MYJ,C1F1
FB273,8/14/2019,19:45,TGD,8/14/2019,21:40,FBX,C1F1
FB479,8/14/2019,20:00,TGD,8/14/2019,22:30,SXA,C1F1
FB79,8/14/2019,20:00,TGD,8/14/2019,21:35,NOU,C1F1
FB389,8/14/2019,20:05,TGD,8/14/2019,21:25,YKJ,C1F1
FB659,8/14/2019,20:10,TGD,8/14/2019,21:30,SXJ,C1F1
FB415,8/14/2019,20:15,TGD,8/14/2019,21:30,HOM,C1F1
FB399,8/14/2019,20:15,TGD,8/14/2019,21:15,UYS,C1F1
FB409,8/14/2019,20:20,TGD,8/14/2019,21:25,AXO,C1F1
FB390,8/14/2019,20:25,YKJ,8/14/2019,21:55,TGD,C1F1
FB689,8/14/2019,20:30,TGD,8/14/2019,21:55,THJ,C1F1
FB81,8/14/2019,20:50,TGD,8/14/2019,22:25,NOU,C1F1
FB99,8/14/2019,21:00,TGD,8/14/2019,22:20,HOM,C1F1
FB8563,8/14/2019,21:00,TGD,8/14/2019,23:05,XXJ,C1F1
FB1099,8/14/2019,21:00,TGD,8/14/2019,22:50,TUK,C1F1
FB690,8/14/2019,21:35,THJ,8/14/2019,23:00,TGD,C1F1
FB8567,8/15/2019,0:35,XXJ,8/15/2019,2:25,SXA,C1F1
FB1200,8/15/2019,7:05,SXA,8/15/2019,8:40,FBX,C1F1
FB292,8/15/2019,7:05,OOJ,8/15/2019,8:20,TGD,C1F1
FB394,8/15/2019,7:10,UYS,8/15/2019,8:15,TGD,C1F1
FB312,8/15/2019,7:10,OSY,8/15/2019,8:15,TGD,C1F1
FB652,8/15/2019,7:10,SXJ,8/15/2019,8:25,TGD,C1F1
FB582,8/15/2019,7:25,MYJ,8/15/2019,8:55,TGD,C1F1
FB432,8/15/2019,7:30,FBX,8/15/2019,8:45,GKS,C1F1
FB402,8/15/2019,7:30,AXO,8/15/2019,8:35,TGD,C1F1
FB672,8/15/2019,7:35,THJ,8/15/2019,9:00,TGD,C1F1
FB522,8/15/2019,7:35,XMJ,8/15/2019,8:40,HOM,C1F1
FB492,8/15/2019,7:40,GKS,8/15/2019,8:55,TGD,C1F1
FB16,8/15/2019,8:00,HOM,8/15/2019,9:15,TGD,C1F1
FB620,8/15/2019,8:00,XSJ,8/15/2019,9:45,TGD,C1F1
FB662,8/15/2019,8:15,GKU,8/15/2019,10:05,TGD,C1F1
FB52,8/15/2019,8:30,NOU,8/15/2019,10:05,TGD,C1F1
FB1747,8/15/2019,8:40,HOM,8/15/2019,11:05,HUK,C1F1
FB771,8/15/2019,8:40,HOM,8/15/2019,10:30,NOU,C1F1
FB383,8/15/2019,9:35,TGD,8/15/2019,10:55,YKJ,C1F1
FB775,8/15/2019,11:55,HOM,8/15/2019,13:50,NOU,C1F1
FB386,8/15/2019,12:15,YKJ,8/15/2019,13:40,TGD,C1F1
FB90,8/15/2019,12:20,HUK,8/15/2019,15:15,TGD,C1F1
FB475,8/15/2019,14:30,TGD,8/15/2019,17:00,SXA,C1F1
FB770,8/15/2019,16:50,SXA,8/15/2019,18:55,HOM,C1F1
FB778,8/15/2019,16:50,NOU,8/15/2019,18:40,HOM,C1F1
FB72,8/15/2019,17:00,NOU,8/15/2019,18:35,TGD,C1F1
FB474,8/15/2019,18:05,SXA,8/15/2019,20:35,TGD,C1F1
FB1718,8/15/2019,18:45,NOU,8/15/2019,20:55,HOM,C1F1
FB1272,8/15/2019,18:50,NOU,8/15/2019,20:50,THJ,C1F1
FB1650,8/15/2019,19:15,MYJ,8/15/2019,20:15,HOM,C1F1
FB299,8/15/2019,19:20,TGD,8/15/2019,20:35,OOJ,C1F1
FB629,8/15/2019,19:20,TGD,8/15/2019,21:00,XSJ,C1F1
FB457,8/15/2019,19:25,TGD,8/15/2019,21:20,TUK,C1F1
FB669,8/15/2019,19:25,TGD,8/15/2019,21:15,GKU,C1F1
FB271,8/15/2019,19:30,TGD,8/15/2019,21:20,FBX,C1F1
FB687,8/15/2019,19:35,TGD,8/15/2019,21:00,THJ,C1F1
FB540,8/15/2019,19:35,OAX,8/15/2019,20:55,TGD,C1F1
FB599,8/15/2019,19:40,TGD,8/15/2019,21:05,MYJ,C1F1
FB273,8/15/2019,19:45,TGD,8/15/2019,21:40,FBX,C1F1
FB321,8/15/2019,19:55,TGD,8/15/2019,20:50,OSY,C1F1
FB479,8/15/2019,20:00,TGD,8/15/2019,22:30,SXA,C1F1
FB79,8/15/2019,20:00,TGD,8/15/2019,21:35,NOU,C1F1
FB539,8/15/2019,20:00,TGD,8/15/2019,21:20,OAX,C1F1
FB389,8/15/2019,20:05,TGD,8/15/2019,21:25,YKJ,C1F1
FB659,8/15/2019,20:10,TGD,8/15/2019,21:30,SXJ,C1F1
FB415,8/15/2019,20:15,TGD,8/15/2019,21:30,HOM,C1F1
FB399,8/15/2019,20:15,TGD,8/15/2019,21:15,UYS,C1F1
FB689,8/15/2019,20:30,TGD,8/15/2019,21:55,THJ,C1F1
FB82,8/15/2019,20:30,NOU,8/15/2019,22:10,TGD,C1F1
FB8563,8/15/2019,21:00,TGD,8/15/2019,23:05,XXJ,C1F1
FB690,8/15/2019,21:35,THJ,8/15/2019,23:00,TGD,C1F1
FB1100,8/15/2019,23:10,TUK,8/16/2019,1:00,TGD,C1F1
FB8567,8/16/2019,0:35,XXJ,8/16/2019,2:25,SXA,C1F1
FB8558,8/16/2019,4:50,SXA,8/16/2019,7:00,TGD,C1F1
FB240,8/16/2019,7:00,FBX,8/16/2019,8:40,TGD,C1F1
FB292,8/16/2019,7:05,OOJ,8/16/2019,8:20,TGD,C1F1
FB394,8/16/2019,7:10,UYS,8/16/2019,8:15,TGD,C1F1
FB652,8/16/2019,7:10,SXJ,8/16/2019,8:25,TGD,C1F1
FB382,8/16/2019,7:20,YKJ,8/16/2019,8:40,TGD,C1F1
FB582,8/16/2019,7:25,MYJ,8/16/2019,8:55,TGD,C1F1
FB402,8/16/2019,7:30,AXO,8/16/2019,8:35,TGD,C1F1
FB672,8/16/2019,7:35,THJ,8/16/2019,9:00,TGD,C1F1
FB792,8/16/2019,7:35,SHO,8/16/2019,9:10,TGD,C1F1
FB531,8/16/2019,7:45,TGD,8/16/2019,9:00,OAX,C1F1
FB2176,8/16/2019,7:50,HOM,8/16/2019,9:10,TGD,C1F1
FB460,8/16/2019,8:00,SXA,8/16/2019,10:25,TGD,C1F1
FB1271,8/16/2019,8:00,THJ,8/16/2019,10:00,NOU,C1F1
FB731,8/16/2019,8:05,HOM,8/16/2019,9:20,UDJ,C1F1
FB602,8/16/2019,8:05,XMH,8/16/2019,9:45,TGD,C1F1
FB1747,8/16/2019,8:40,HOM,8/16/2019,11:05,HUK,C1F1
FB771,8/16/2019,8:40,HOM,8/16/2019,10:30,NOU,C1F1
FB434,8/16/2019,9:10,FBX,8/16/2019,10:25,GKS,C1F1
FB523,8/16/2019,9:15,HOM,8/16/2019,10:25,XMJ,C1F1
FB1795,8/16/2019,9:15,HOM,8/16/2019,11:20,MMC,C1F1
FB534,8/16/2019,9:45,OAX,8/16/2019,11:05,TGD,C1F1
FB734,8/16/2019,10:00,UDJ,8/16/2019,11:20,HOM,C1F1
FB1867,8/16/2019,11:05,XMJ,8/16/2019,12:40,SXA,C1F1
FB623,8/16/2019,11:55,TGD,8/16/2019,13:40,XSJ,C1F1
FB1796,8/16/2019,12:00,MMC,8/16/2019,14:25,HOM,C1F1
FB90,8/16/2019,12:20,HUK,8/16/2019,15:15,TGD,C1F1
FB626,8/16/2019,14:30,XSJ,8/16/2019,16:15,TGD,C1F1
FB284,8/16/2019,15:20,OXU,8/16/2019,16:40,TGD,C1F1
FB1155,8/16/2019,15:30,HOM,8/16/2019,16:35,XMH,C1F1
FB1717,8/16/2019,16:15,HOM,8/16/2019,18:10,NOU,C1F1
FB770,8/16/2019,16:50,SXA,8/16/2019,18:55,HOM,C1F1
FB72,8/16/2019,17:00,NOU,8/16/2019,18:35,TGD,C1F1
FB474,8/16/2019,18:05,SXA,8/16/2019,20:35,TGD,C1F1
FB266,8/16/2019,18:25,FBX,8/16/2019,20:10,TGD,C1F1
FB1718,8/16/2019,18:45,NOU,8/16/2019,20:55,HOM,C1F1
FB1272,8/16/2019,18:50,NOU,8/16/2019,20:50,THJ,C1F1
FB476,8/16/2019,19:10,SXA,8/16/2019,21:40,TGD,C1F1
FB799,8/16/2019,19:10,TGD,8/16/2019,20:45,SHO,C1F1
FB1650,8/16/2019,19:15,MYJ,8/16/2019,20:15,HOM,C1F1
FB41,8/16/2019,19:20,TGD,8/16/2019,20:35,HOM,C1F1
FB287,8/16/2019,19:20,TGD,8/16/2019,20:35,OXU,C1F1
FB457,8/16/2019,19:25,TGD,8/16/2019,21:20,TUK,C1F1
FB271,8/16/2019,19:30,TGD,8/16/2019,21:20,FBX,C1F1
FB78,8/16/2019,19:30,NOU,8/16/2019,21:05,TGD,C1F1
FB687,8/16/2019,19:35,TGD,8/16/2019,21:00,THJ,C1F1
FB529,8/16/2019,19:40,HOM,8/16/2019,20:50,XMJ,C1F1
FB599,8/16/2019,19:40,TGD,8/16/2019,21:05,MYJ,C1F1
FB479,8/16/2019,20:00,TGD,8/16/2019,22:30,SXA,C1F1
FB539,8/16/2019,20:00,TGD,8/16/2019,21:20,OAX,C1F1
FB389,8/16/2019,20:05,TGD,8/16/2019,21:25,YKJ,C1F1
FB659,8/16/2019,20:10,TGD,8/16/2019,21:30,SXJ,C1F1
FB415,8/16/2019,20:15,TGD,8/16/2019,21:30,HOM,C1F1
FB399,8/16/2019,20:15,TGD,8/16/2019,21:15,UYS,C1F1
FB409,8/16/2019,20:20,TGD,8/16/2019,21:25,AXO,C1F1
FB97,8/16/2019,20:30,TGD,8/16/2019,21:50,HOM,C1F1
FB689,8/16/2019,20:30,TGD,8/16/2019,21:55,THJ,C1F1
FB81,8/16/2019,20:50,TGD,8/16/2019,22:25,NOU,C1F1
FB99,8/16/2019,21:00,TGD,8/16/2019,22:20,HOM,C1F1
FB8563,8/16/2019,21:00,TGD,8/16/2019,23:05,XXJ,C1F1
FB1099,8/16/2019,21:00,TGD,8/16/2019,22:50,TUK,C1F1
FB690,8/16/2019,21:35,THJ,8/16/2019,23:00,TGD,C1F1
FB1106,8/16/2019,22:00,TUK,8/16/2019,23:50,TGD,C1F1
FB8567,8/17/2019,0:35,XXJ,8/17/2019,2:25,SXA,C1F1
FB394,8/17/2019,7:10,UYS,8/17/2019,8:15,TGD,C1F1
FB312,8/17/2019,7:10,OSY,8/17/2019,8:15,TGD,C1F1
FB382,8/17/2019,7:20,YKJ,8/17/2019,8:40,TGD,C1F1
FB582,8/17/2019,7:25,MYJ,8/17/2019,8:55,TGD,C1F1
FB1891,8/17/2019,7:30,TGD,8/17/2019,8:25,TAN,C1F1
FB402,8/17/2019,7:30,AXO,8/17/2019,8:35,TGD,C1F1
FB672,8/17/2019,7:35,THJ,8/17/2019,9:00,TGD,C1F1
FB532,8/17/2019,7:35,OAX,8/17/2019,8:55,TGD,C1F1
FB562,8/17/2019,7:35,XNZ,8/17/2019,8:55,TGD,C1F1
FB692,8/17/2019,7:40,BCJ,8/17/2019,9:20,TGD,C1F1
FB242,8/17/2019,8:00,FBX,8/17/2019,9:45,TGD,C1F1
FB620,8/17/2019,8:00,XSJ,8/17/2019,9:45,TGD,C1F1
FB1271,8/17/2019,8:00,THJ,8/17/2019,10:00,NOU,C1F1
FB731,8/17/2019,8:05,HOM,8/17/2019,9:20,UDJ,C1F1
FB662,8/17/2019,8:15,GKU,8/17/2019,10:05,TGD,C1F1
FB52,8/17/2019,8:30,NOU,8/17/2019,10:05,TGD,C1F1
FB1747,8/17/2019,8:40,HOM,8/17/2019,11:05,HUK,C1F1
FB771,8/17/2019,8:40,HOM,8/17/2019,10:30,NOU,C1F1
FB18,8/17/2019,9:00,HOM,8/17/2019,10:10,TGD,C1F1
FB1892,8/17/2019,9:00,TAN,8/17/2019,9:55,TGD,C1F1
FB982,8/17/2019,12:15,TUK,8/17/2019,14:00,TGD,C1F1
FB90,8/17/2019,12:20,HUK,8/17/2019,15:15,TGD,C1F1
FB1894,8/17/2019,14:10,TAN,8/17/2019,15:05,TGD,C1F1
FB697,8/17/2019,15:25,TGD,8/17/2019,17:00,BCJ,C1F1
FB92,8/17/2019,15:30,HUK,8/17/2019,18:25,TGD,C1F1
FB797,8/17/2019,15:45,TGD,8/17/2019,17:20,SHO,C1F1
FB1895,8/17/2019,15:55,TGD,8/17/2019,16:45,TAN,C1F1
FB72,8/17/2019,17:00,NOU,8/17/2019,18:35,TGD,C1F1
FB637,8/17/2019,17:10,TGD,8/17/2019,18:45,HWX,C1F1
FB780,8/17/2019,17:55,NOU,8/17/2019,19:45,HOM,C1F1
FB308,8/17/2019,18:00,SXA,8/17/2019,20:10,GKS,C1F1
FB474,8/17/2019,18:05,SXA,8/17/2019,20:35,TGD,C1F1
FB495,8/17/2019,18:25,TGD,8/17/2019,19:40,GKS,C1F1
FB1718,8/17/2019,18:45,NOU,8/17/2019,20:55,HOM,C1F1
FB617,8/17/2019,18:50,TGD,8/17/2019,20:25,XMH,C1F1
FB1272,8/17/2019,18:50,NOU,8/17/2019,20:50,THJ,C1F1
FB476,8/17/2019,18:55,SXA,8/17/2019,21:25,TGD,C1F1
FB269,8/17/2019,19:00,TGD,8/17/2019,20:50,FBX,C1F1
FB649,8/17/2019,19:10,TGD,8/17/2019,20:55,XMJ,C1F1
FB630,8/17/2019,19:15,XSJ,8/17/2019,21:05,TGD,C1F1
FB1650,8/17/2019,19:15,MYJ,8/17/2019,20:15,HOM,C1F1
FB299,8/17/2019,19:20,TGD,8/17/2019,20:35,OOJ,C1F1
FB287,8/17/2019,19:20,TGD,8/17/2019,20:35,OXU,C1F1
FB457,8/17/2019,19:25,TGD,8/17/2019,21:20,TUK,C1F1
FB271,8/17/2019,19:30,TGD,8/17/2019,21:20,FBX,C1F1
FB687,8/17/2019,19:35,TGD,8/17/2019,21:00,THJ,C1F1
FB599,8/17/2019,19:40,TGD,8/17/2019,21:05,MYJ,C1F1
FB273,8/17/2019,19:45,TGD,8/17/2019,21:40,FBX,C1F1
FB511,8/17/2019,19:55,HOM,8/17/2019,21:00,XMH,C1F1
FB321,8/17/2019,19:55,TGD,8/17/2019,20:50,OSY,C1F1
FB79,8/17/2019,20:00,TGD,8/17/2019,21:35,NOU,C1F1
FB539,8/17/2019,20:00,TGD,8/17/2019,21:20,OAX,C1F1
FB389,8/17/2019,20:05,TGD,8/17/2019,21:25,YKJ,C1F1
FB659,8/17/2019,20:10,TGD,8/17/2019,21:30,SXJ,C1F1
FB415,8/17/2019,20:15,TGD,8/17/2019,21:30,HOM,C1F1
FB399,8/17/2019,20:15,TGD,8/17/2019,21:15,UYS,C1F1
FB409,8/17/2019,20:20,TGD,8/17/2019,21:25,AXO,C1F1
FB689,8/17/2019,20:30,TGD,8/17/2019,21:55,THJ,C1F1
FB99,8/17/2019,21:00,TGD,8/17/2019,22:20,HOM,C1F1
FB690,8/17/2019,21:35,THJ,8/17/2019,23:00,TGD,C1F1
FB1106,8/17/2019,22:00,TUK,8/17/2019,23:50,TGD,C1F1
FB382,8/18/2019,7:20,YKJ,8/18/2019,8:40,TGD,C1F1
FB582,8/18/2019,7:25,MYJ,8/18/2019,8:55,TGD,C1F1
FB402,8/18/2019,7:30,AXO,8/18/2019,8:35,TGD,C1F1
FB632,8/18/2019,7:35,HWX,8/18/2019,9:10,TGD,C1F1
FB522,8/18/2019,7:35,XMJ,8/18/2019,8:40,HOM,C1F1
FB532,8/18/2019,7:35,OAX,8/18/2019,8:55,TGD,C1F1
FB562,8/18/2019,7:35,XNZ,8/18/2019,8:55,TGD,C1F1
FB792,8/18/2019,7:35,SHO,8/18/2019,9:10,TGD,C1F1
FB242,8/18/2019,8:00,FBX,8/18/2019,9:45,TGD,C1F1
FB1271,8/18/2019,8:00,THJ,8/18/2019,10:00,NOU,C1F1
FB577,8/18/2019,8:25,HOM,8/18/2019,10:20,NOU,C1F1
FB1747,8/18/2019,8:40,HOM,8/18/2019,11:05,HUK,C1F1
FB434,8/18/2019,9:10,FBX,8/18/2019,10:25,GKS,C1F1
FB1795,8/18/2019,9:15,HOM,8/18/2019,11:20,MMC,C1F1
FB247,8/18/2019,9:50,TGD,8/18/2019,11:35,FBX,C1F1
FB1796,8/18/2019,12:00,MMC,8/18/2019,14:25,HOM,C1F1
FB252,8/18/2019,12:20,FBX,8/18/2019,14:10,TGD,C1F1
FB645,8/18/2019,14:50,TGD,8/18/2019,16:30,XMJ,C1F1
FB777,8/18/2019,15:45,HOM,8/18/2019,17:35,NOU,C1F1
FB1717,8/18/2019,16:15,HOM,8/18/2019,18:10,NOU,C1F1
FB778,8/18/2019,16:50,NOU,8/18/2019,18:40,HOM,C1F1
FB72,8/18/2019,17:00,NOU,8/18/2019,18:35,TGD,C1F1
FB648,8/18/2019,17:20,XMJ,8/18/2019,19:05,TGD,C1F1
FB36,8/18/2019,18:00,HOM,8/18/2019,19:15,TGD,C1F1
FB578,8/18/2019,18:20,NOU,8/18/2019,20:10,HOM,C1F1
FB380,8/18/2019,18:35,NOU,8/18/2019,20:30,SXJ,C1F1
FB1718,8/18/2019,18:45,NOU,8/18/2019,20:55,HOM,C1F1
FB1272,8/18/2019,18:50,NOU,8/18/2019,20:50,THJ,C1F1
FB39,8/18/2019,19:00,TGD,8/18/2019,20:15,HOM,C1F1
FB269,8/18/2019,19:00,TGD,8/18/2019,20:50,FBX,C1F1
FB77,8/18/2019,19:00,TGD,8/18/2019,20:35,NOU,C1F1
FB629,8/18/2019,19:20,TGD,8/18/2019,21:00,XSJ,C1F1
FB287,8/18/2019,19:20,TGD,8/18/2019,20:35,OXU,C1F1
FB669,8/18/2019,19:25,TGD,8/18/2019,21:15,GKU,C1F1
FB271,8/18/2019,19:30,TGD,8/18/2019,21:20,FBX,C1F1
FB598,8/18/2019,19:30,MYJ,8/18/2019,21:05,TGD,C1F1
FB599,8/18/2019,19:40,TGD,8/18/2019,21:05,MYJ,C1F1
FB321,8/18/2019,19:55,TGD,8/18/2019,20:50,OSY,C1F1
FB79,8/18/2019,20:00,TGD,8/18/2019,21:35,NOU,C1F1
FB539,8/18/2019,20:00,TGD,8/18/2019,21:20,OAX,C1F1
FB389,8/18/2019,20:05,TGD,8/18/2019,21:25,YKJ,C1F1
FB659,8/18/2019,20:10,TGD,8/18/2019,21:30,SXJ,C1F1
FB415,8/18/2019,20:15,TGD,8/18/2019,21:30,HOM,C1F1
FB399,8/18/2019,20:15,TGD,8/18/2019,21:15,UYS,C1F1
FB409,8/18/2019,20:20,TGD,8/18/2019,21:25,AXO,C1F1
FB97,8/18/2019,20:30,TGD,8/18/2019,21:50,HOM,C1F1
FB689,8/18/2019,20:30,TGD,8/18/2019,21:55,THJ,C1F1
FB81,8/18/2019,20:50,TGD,8/18/2019,22:25,NOU,C1F1
FB272,8/18/2019,20:50,FBX,8/18/2019,22:35,TGD,C1F1
FB99,8/18/2019,21:00,TGD,8/18/2019,22:20,HOM,C1F1
FB1099,8/18/2019,21:00,TGD,8/18/2019,22:50,TUK,C1F1
FB690,8/18/2019,21:35,THJ,8/18/2019,23:00,TGD,C1F1
FB292,8/19/2019,7:05,OOJ,8/19/2019,8:20,TGD,C1F1
FB394,8/19/2019,7:10,UYS,8/19/2019,8:15,TGD,C1F1
FB312,8/19/2019,7:10,OSY,8/19/2019,8:15,TGD,C1F1
FB382,8/19/2019,7:20,YKJ,8/19/2019,8:40,TGD,C1F1
FB1891,8/19/2019,7:30,TGD,8/19/2019,8:25,TAN,C1F1
FB402,8/19/2019,7:30,AXO,8/19/2019,8:35,TGD,C1F1
FB672,8/19/2019,7:35,THJ,8/19/2019,9:00,TGD,C1F1
FB522,8/19/2019,7:35,XMJ,8/19/2019,8:40,HOM,C1F1
FB502,8/19/2019,7:35,XMH,8/19/2019,8:40,HOM,C1F1
FB692,8/19/2019,7:40,BCJ,8/19/2019,9:20,TGD,C1F1
FB460,8/19/2019,8:00,SXA,8/19/2019,10:25,TGD,C1F1
FB1702,8/19/2019,8:00,FBX,8/19/2019,9:05,HOM,C1F1
FB731,8/19/2019,8:05,HOM,8/19/2019,9:20,UDJ,C1F1
FB662,8/19/2019,8:15,GKU,8/19/2019,10:05,TGD,C1F1
FB577,8/19/2019,8:25,HOM,8/19/2019,10:20,NOU,C1F1
FB771,8/19/2019,8:40,HOM,8/19/2019,10:30,NOU,C1F1
FB1145,8/19/2019,9:00,HOM,8/19/2019,10:55,XBT,C1F1
FB1892,8/19/2019,9:00,TAN,8/19/2019,9:55,TGD,C1F1
FB434,8/19/2019,9:10,FBX,8/19/2019,10:25,GKS,C1F1
FB523,8/19/2019,9:15,HOM,8/19/2019,10:25,XMJ,C1F1
FB1605,8/19/2019,10:25,HOM,8/19/2019,11:10,XNZ,C1F1
FB765,8/19/2019,11:00,HOM,8/19/2019,13:05,SXA,C1F1
FB774,8/19/2019,11:05,NOU,8/19/2019,12:55,HOM,C1F1
FB982,8/19/2019,12:15,TUK,8/19/2019,14:00,TGD,C1F1
FB1894,8/19/2019,14:10,TAN,8/19/2019,15:05,TGD,C1F1
FB284,8/19/2019,15:20,OXU,8/19/2019,16:40,TGD,C1F1
FB477,8/19/2019,15:45,TGD,8/19/2019,18:10,SXA,C1F1
FB1644,8/19/2019,15:50,MYJ,8/19/2019,16:40,HOM,C1F1
FB1717,8/19/2019,16:15,HOM,8/19/2019,18:10,NOU,C1F1
FB263,8/19/2019,16:25,TGD,8/19/2019,18:15,FBX,C1F1
FB755,8/19/2019,16:40,TGD,8/19/2019,17:40,XMQ,C1F1
FB778,8/19/2019,16:50,NOU,8/19/2019,18:40,HOM,C1F1
FB737,8/19/2019,17:00,HOM,8/19/2019,18:15,UDJ,C1F1
FB72,8/19/2019,17:00,NOU,8/19/2019,18:35,TGD,C1F1
FB427,8/19/2019,17:20,HOM,8/19/2019,18:35,FBX,C1F1
FB648,8/19/2019,17:20,XMJ,8/19/2019,19:05,TGD,C1F1
FB790,8/19/2019,18:00,SGJ,8/19/2019,19:15,TGD,C1F1
FB758,8/19/2019,18:35,XMQ,8/19/2019,19:50,TGD,C1F1
FB670,8/19/2019,18:45,GKU,8/19/2019,20:40,TGD,C1F1
FB1272,8/19/2019,18:50,NOU,8/19/2019,20:50,THJ,C1F1
FB268,8/19/2019,19:10,FBX,8/19/2019,21:00,TGD,C1F1
FB630,8/19/2019,19:15,XSJ,8/19/2019,21:05,TGD,C1F1
FB299,8/19/2019,19:20,TGD,8/19/2019,20:35,OOJ,C1F1
FB287,8/19/2019,19:20,TGD,8/19/2019,20:35,OXU,C1F1
FB669,8/19/2019,19:25,TGD,8/19/2019,21:15,GKU,C1F1
FB598,8/19/2019,19:30,MYJ,8/19/2019,21:05,TGD,C1F1
FB599,8/19/2019,19:40,TGD,8/19/2019,21:05,MYJ,C1F1
FB270,8/19/2019,19:40,FBX,8/19/2019,21:25,TGD,C1F1
FB273,8/19/2019,19:45,TGD,8/19/2019,21:40,FBX,C1F1
FB321,8/19/2019,19:55,TGD,8/19/2019,20:50,OSY,C1F1
FB479,8/19/2019,20:00,TGD,8/19/2019,22:30,SXA,C1F1
FB79,8/19/2019,20:00,TGD,8/19/2019,21:35,NOU,C1F1
FB389,8/19/2019,20:05,TGD,8/19/2019,21:25,YKJ,C1F1
FB659,8/19/2019,20:10,TGD,8/19/2019,21:30,SXJ,C1F1
FB639,8/19/2019,20:15,TGD,8/19/2019,21:50,HWX,C1F1
FB409,8/19/2019,20:20,TGD,8/19/2019,21:25,AXO,C1F1
FB689,8/19/2019,20:30,TGD,8/19/2019,21:55,THJ,C1F1
FB8563,8/19/2019,21:00,TGD,8/19/2019,23:05,XXJ,C1F1
FB274,8/19/2019,21:10,FBX,8/19/2019,23:00,TGD,C1F1
FB690,8/19/2019,21:35,THJ,8/19/2019,23:00,TGD,C1F1
FB8567,8/20/2019,0:35,XXJ,8/20/2019,2:25,SXA,C1F1
FB8560,8/20/2019,6:35,SXA,8/20/2019,8:30,HOM,C1F1
FB986,8/20/2019,7:05,HOM,8/20/2019,8:15,TGD,C1F1
FB394,8/20/2019,7:10,UYS,8/20/2019,8:15,TGD,C1F1
FB382,8/20/2019,7:20,YKJ,8/20/2019,8:40,TGD,C1F1
FB14,8/20/2019,7:30,HOM,8/20/2019,8:45,TGD,C1F1
FB50,8/20/2019,7:30,NOU,8/20/2019,9:05,TGD,C1F1
FB402,8/20/2019,7:30,AXO,8/20/2019,8:35,TGD,C1F1
FB672,8/20/2019,7:35,THJ,8/20/2019,9:00,TGD,C1F1
FB532,8/20/2019,7:35,OAX,8/20/2019,8:55,TGD,C1F1
FB792,8/20/2019,7:35,SHO,8/20/2019,9:10,TGD,C1F1
FB732,8/20/2019,7:50,UDJ,8/20/2019,9:10,HOM,C1F1
FB421,8/20/2019,8:00,HOM,8/20/2019,9:15,FBX,C1F1
FB642,8/20/2019,8:25,XMJ,8/20/2019,10:05,TGD,C1F1
FB1747,8/20/2019,8:40,HOM,8/20/2019,11:05,HUK,C1F1
FB771,8/20/2019,8:40,HOM,8/20/2019,10:30,NOU,C1F1
FB747,8/20/2019,8:55,TGD,8/20/2019,9:50,GOQ,C1F1
FB1892,8/20/2019,9:00,TAN,8/20/2019,9:55,TGD,C1F1
FB434,8/20/2019,9:10,FBX,8/20/2019,10:25,GKS,C1F1
FB523,8/20/2019,9:15,HOM,8/20/2019,10:25,XMJ,C1F1
FB748,8/20/2019,10:40,GOQ,8/20/2019,11:45,TGD,C1F1
FB22,8/20/2019,11:00,HOM,8/20/2019,12:15,TGD,C1F1
FB1867,8/20/2019,11:05,XMJ,8/20/2019,12:40,SXA,C1F1
FB1146,8/20/2019,11:30,XBT,8/20/2019,13:30,HOM,C1F1
FB90,8/20/2019,12:20,HUK,8/20/2019,15:15,TGD,C1F1
FB555,8/20/2019,12:30,TGD,8/20/2019,13:50,TXD,C1F1
FB1864,8/20/2019,14:05,SXA,8/20/2019,16:50,UDJ,C1F1
