em_no,fl_no,date,cls
B0131,FB654,18,C
B0353,FB654,18,F
B0131,FB51,21,C
B0353,FB51,21,F
B0131,FB54,21,C
B0353,FB54,21,F
B0131,FB51,24,C
B0353,FB51,24,F
B0131,FB54,24,C
B0353,FB54,24,F
B0131,FB13,27,C
B0353,FB13,27,F
B0131,FB18,27,C
B0353,FB18,27,F
B0131,FB51,30,C
B0353,FB51,30,F
B0131,FB54,30,C
B0353,FB54,30,F
B0132,FB1891,3,C
B0354,FB1891,3,F
B0132,FB1894,3,C
B0354,FB1894,3,F
B0132,FB1891,6,C
B0354,FB1891,6,F
B0132,FB1894,6,C
B0354,FB1894,6,F
B0132,FB241,9,C
B0354,FB241,9,F
B0132,FB1205,9,C
B0354,FB1205,9,F
B0132,FB1208,9,C
B0354,FB1208,9,F
B0132,FB258,9,C
B0354,FB258,9,F
B0132,FB241,12,C
B0354,FB241,12,F
B0132,FB1205,12,C
B0354,FB1205,12,F
B0132,FB996,12,C
B0354,FB996,12,F
B0132,FB241,15,C
B0354,FB241,15,F
B0132,FB1205,15,C
B0354,FB1205,15,F
B0132,FB996,15,C
B0354,FB996,15,F
B0132,FB241,18,C
B0354,FB241,18,F
B0132,FB1205,18,C
B0354,FB1205,18,F
B0132,FB1208,18,C
B0354,FB1208,18,F
B0132,FB258,18,C
B0354,FB258,18,F
B0132,FB13,21,C
B0354,FB13,21,F
B0132,FB18,21,C
B0354,FB18,21,F
B0132,FB93,24,C
B0354,FB93,24,F
B0132,FB523,24,C
B0354,FB523,24,F
B0132,FB1867,24,C
B0354,FB1867,24,F
B0132,FB766,24,C
B0354,FB766,24,F
B0132,FB737,24,C
B0354,FB737,24,F
B0132,FB732,25,C
B0354,FB732,25,F
B0132,FB735,25,C
B0354,FB735,25,F
B0132,FB1863,25,C
B0354,FB1863,25,F
B0132,FB1862,25,C
B0354,FB1862,25,F
B0132,FB684,25,C
B0354,FB684,25,F
B0132,FB993,28,C
B0354,FB993,28,F
B0132,FB994,28,C
B0354,FB994,28,F
B0132,FB619,31,C
B0354,FB619,31,F
B0132,FB622,31,C
B0354,FB622,31,F
B0133,FB601,3,C
B0355,FB601,3,F
B0133,FB604,3,C
B0355,FB604,3,F
B0133,FB601,6,C
B0355,FB601,6,F
B0133,FB604,6,C
B0355,FB604,6,F
B0133,FB451,9,C
B0355,FB451,9,F
B0133,FB982,9,C
B0355,FB982,9,F
B0133,FB1891,12,C
B0355,FB1891,12,F
B0133,FB1894,12,C
B0355,FB1894,12,F
B0133,FB451,15,C
B0355,FB451,15,F
B0133,FB982,15,C
B0355,FB982,15,F
B0133,FB451,18,C
B0355,FB451,18,F
B0133,FB982,18,C
B0355,FB982,18,F
B0133,FB583,21,C
B0355,FB583,21,F
B0133,FB584,21,C
B0355,FB584,21,F
B0133,FB241,24,C
B0355,FB241,24,F
B0133,FB1205,24,C
B0355,FB1205,24,F
B0133,FB1208,24,C
B0355,FB1208,24,F
B0133,FB258,24,C
B0355,FB258,24,F
B0133,FB671,27,C
B0355,FB671,27,F
B0133,FB674,27,C
B0355,FB674,27,F
B0133,FB671,30,C
B0355,FB671,30,F
B0133,FB674,30,C
B0355,FB674,30,F
B0134,FB401,3,C
B0356,FB401,3,F
B0134,FB404,3,C
B0356,FB404,3,F
B0134,FB463,6,C
B0356,FB463,6,F
B0134,FB462,6,C
B0356,FB462,6,F
B0134,FB1891,9,C
B0356,FB1891,9,F
B0134,FB1894,9,C
B0356,FB1894,9,F
B0134,FB601,12,C
B0356,FB601,12,F
B0134,FB604,12,C
B0356,FB604,12,F
B0134,FB651,15,C
B0356,FB651,15,F
B0134,FB654,15,C
B0356,FB654,15,F
B0134,FB1891,18,C
B0356,FB1891,18,F
B0134,FB1894,18,C
B0356,FB1894,18,F
B0134,FB241,21,C
B0356,FB241,21,F
B0134,FB1205,21,C
B0356,FB1205,21,F
B0134,FB1208,21,C
B0356,FB1208,21,F
B0134,FB258,21,C
B0356,FB258,21,F
B0134,FB651,24,C
B0356,FB651,24,F
B0134,FB654,24,C
B0356,FB654,24,F
B0134,FB93,27,C
B0356,FB93,27,F
B0134,FB523,27,C
B0356,FB523,27,F
B0134,FB1867,27,C
B0356,FB1867,27,F
B0134,FB1864,27,C
B0356,FB1864,27,F
B0134,FB738,27,C
B0356,FB738,27,F
B0134,FB986,28,C
B0356,FB986,28,F
B0134,FB787,28,C
B0356,FB787,28,F
B0134,FB788,28,C
B0356,FB788,28,F
B0134,FB381,31,C
B0356,FB381,31,F
B0134,FB384,31,C
B0356,FB384,31,F
B0135,FB313,3,C
B0357,FB313,3,F
B0135,FB316,3,C
B0357,FB316,3,F
B0135,FB401,6,C
B0357,FB401,6,F
B0135,FB404,6,C
B0357,FB404,6,F
B0135,FB601,9,C
B0357,FB601,9,F
B0135,FB604,9,C
B0357,FB604,9,F
B0135,FB531,12,C
B0357,FB531,12,F
B0135,FB534,12,C
B0357,FB534,12,F
B0135,FB1891,15,C
B0357,FB1891,15,F
B0135,FB1894,15,C
B0357,FB1894,15,F
B0135,FB463,18,C
B0357,FB463,18,F
B0135,FB462,18,C
B0357,FB462,18,F
B0135,FB651,21,C
B0357,FB651,21,F
B0135,FB654,21,C
B0357,FB654,21,F
B0135,FB1891,24,C
B0357,FB1891,24,F
B0135,FB1894,24,C
B0357,FB1894,24,F
B0135,FB583,27,C
B0357,FB583,27,F
B0135,FB584,27,C
B0357,FB584,27,F
B0135,FB13,30,C
B0357,FB13,30,F
B0135,FB18,30,C
B0357,FB18,30,F
B0136,FB15,3,C
B0358,FB15,3,F
B0136,FB735,3,C
B0358,FB735,3,F
B0136,FB1863,3,C
B0358,FB1863,3,F
B0136,FB1862,3,C
B0358,FB1862,3,F
B0136,FB684,3,C
B0358,FB684,3,F
B0136,FB313,6,C
B0358,FB313,6,F
B0136,FB316,6,C
B0358,FB316,6,F
B0136,FB463,9,C
B0358,FB463,9,F
B0136,FB462,9,C
B0358,FB462,9,F
B0136,FB401,12,C
B0358,FB401,12,F
B0136,FB404,12,C
B0358,FB404,12,F
B0136,FB601,15,C
B0358,FB601,15,F
B0136,FB604,15,C
B0358,FB604,15,F
B0136,FB601,18,C
B0358,FB601,18,F
B0136,FB604,18,C
B0358,FB604,18,F
B0136,FB451,21,C
B0358,FB451,21,F
B0136,FB454,21,C
B0358,FB454,21,F
B0136,FB601,24,C
B0358,FB601,24,F
B0136,FB604,24,C
B0358,FB604,24,F
B0136,FB651,27,C
B0358,FB651,27,F
B0136,FB654,27,C
B0358,FB654,27,F
B0136,FB651,30,C
B0358,FB651,30,F
B0136,FB654,30,C
B0358,FB654,30,F
B0137,FB53,3,C
B0359,FB53,3,F
B0137,FB56,3,C
B0359,FB56,3,F
B0137,FB53,6,C
B0359,FB53,6,F
B0137,FB56,6,C
B0359,FB56,6,F
B0137,FB401,9,C
B0359,FB401,9,F
B0137,FB404,9,C
B0359,FB404,9,F
B0137,FB313,12,C
B0359,FB313,12,F
B0137,FB316,12,C
B0359,FB316,12,F
B0137,FB463,15,C
B0359,FB463,15,F
B0137,FB462,15,C
B0359,FB462,15,F
B0137,FB531,18,C
B0359,FB531,18,F
B0137,FB534,18,C
B0359,FB534,18,F
B0137,FB1891,21,C
B0359,FB1891,21,F
B0137,FB1894,21,C
B0359,FB1894,21,F
B0137,FB463,24,C
B0359,FB463,24,F
B0137,FB462,24,C
B0359,FB462,24,F
B0137,FB451,27,C
B0359,FB451,27,F
B0137,FB454,27,C
B0359,FB454,27,F
B0137,FB451,30,C
B0359,FB451,30,F
B0137,FB454,30,C
B0359,FB454,30,F
B0095,FB561,3,C
B0317,FB561,3,F
B0095,FB564,3,C
B0317,FB564,3,F
B0095,FB15,6,C
B0317,FB15,6,F
B0095,FB735,6,C
B0317,FB735,6,F
B0095,FB1863,6,C
B0317,FB1863,6,F
B0095,FB1862,6,C
B0317,FB1862,6,F
B0095,FB684,6,C
B0317,FB684,6,F
B0095,FB313,9,C
B0317,FB313,9,F
B0095,FB316,9,C
B0317,FB316,9,F
B0095,FB53,12,C
B0317,FB53,12,F
B0095,FB56,12,C
B0317,FB56,12,F
B0095,FB531,15,C
B0317,FB531,15,F
B0095,FB534,15,C
B0317,FB534,15,F
B0095,FB401,18,C
B0317,FB401,18,F
B0095,FB404,18,C
B0317,FB404,18,F
B0095,FB601,21,C
B0317,FB601,21,F
B0095,FB604,21,C
B0317,FB604,21,F
B0095,FB401,24,C
B0317,FB401,24,F
B0095,FB404,24,C
B0317,FB404,24,F
B0095,FB1891,27,C
B0317,FB1891,27,F
B0095,FB1894,27,C
B0317,FB1894,27,F
B0095,FB241,30,C
B0317,FB241,30,F
B0095,FB1205,30,C
B0317,FB1205,30,F
B0095,FB1208,30,C
B0317,FB1208,30,F
B0095,FB258,30,C
B0317,FB258,30,F
B0138,FB661,3,C
B0360,FB661,3,F
B0138,FB664,3,C
B0360,FB664,3,F
B0138,FB561,6,C
B0360,FB561,6,F
B0138,FB564,6,C
B0360,FB564,6,F
B0138,FB15,9,C
B0360,FB15,9,F
B0138,FB735,9,C
B0360,FB735,9,F
B0138,FB1863,9,C
B0360,FB1863,9,F
B0138,FB1862,9,C
B0360,FB1862,9,F
B0138,FB684,9,C
B0360,FB684,9,F
B0138,FB561,12,C
B0360,FB561,12,F
B0138,FB564,12,C
B0360,FB564,12,F
B0138,FB401,15,C
B0360,FB401,15,F
B0138,FB404,15,C
B0360,FB404,15,F
B0138,FB313,18,C
B0360,FB313,18,F
B0138,FB316,18,C
B0360,FB316,18,F
B0138,FB463,21,C
B0360,FB463,21,F
B0138,FB462,21,C
B0360,FB462,21,F
B0138,FB313,24,C
B0360,FB313,24,F
B0138,FB316,24,C
B0360,FB316,24,F
B0138,FB601,27,C
B0360,FB601,27,F
B0138,FB604,27,C
B0360,FB604,27,F
B0138,FB1891,30,C
B0360,FB1891,30,F
B0138,FB1894,30,C
B0360,FB1894,30,F
B0139,FB673,3,C
B0361,FB673,3,F
B0139,FB676,3,C
B0361,FB676,3,F
B0139,FB673,6,C
B0361,FB673,6,F
B0139,FB676,6,C
B0361,FB676,6,F
B0139,FB561,9,C
B0361,FB561,9,F
B0139,FB564,9,C
B0361,FB564,9,F
B0139,FB791,12,C
B0361,FB791,12,F
B0139,FB794,12,C
B0361,FB794,12,F
B0139,FB313,15,C
B0361,FB313,15,F
B0139,FB316,15,C
B0361,FB316,15,F
B0139,FB15,18,C
B0361,FB15,18,F
B0139,FB735,18,C
B0361,FB735,18,F
B0139,FB1863,18,C
B0361,FB1863,18,F
B0139,FB1862,18,C
B0361,FB1862,18,F
B0139,FB684,18,C
B0361,FB684,18,F
B0139,FB531,21,C
B0361,FB531,21,F
B0139,FB534,21,C
B0361,FB534,21,F
B0139,FB15,24,C
B0361,FB15,24,F
B0139,FB735,24,C
B0361,FB735,24,F
B0139,FB1863,24,C
B0361,FB1863,24,F
B0139,FB1862,24,C
B0361,FB1862,24,F
B0139,FB684,24,C
B0361,FB684,24,F
B0139,FB463,27,C
B0361,FB463,27,F
B0139,FB462,27,C
B0361,FB462,27,F
B0139,FB601,30,C
B0361,FB601,30,F
B0139,FB604,30,C
B0361,FB604,30,F
B0140,FB243,3,C
B0362,FB243,3,F
B0140,FB250,3,C
B0362,FB250,3,F
B0140,FB661,6,C
B0362,FB661,6,F
B0140,FB664,6,C
B0362,FB664,6,F
B0140,FB661,9,C
B0362,FB661,9,F
B0140,FB664,9,C
B0362,FB664,9,F
B0140,FB661,12,C
B0362,FB661,12,F
B0140,FB664,12,C
B0362,FB664,12,F
B0140,FB15,15,C
B0362,FB15,15,F
B0140,FB735,15,C
B0362,FB735,15,F
B0140,FB1863,15,C
B0362,FB1863,15,F
B0140,FB1862,15,C
B0362,FB1862,15,F
B0140,FB684,15,C
B0362,FB684,15,F
B0140,FB561,18,C
B0362,FB561,18,F
B0140,FB564,18,C
B0362,FB564,18,F
B0140,FB401,21,C
B0362,FB401,21,F
B0140,FB404,21,C
B0362,FB404,21,F
B0140,FB53,24,C
B0362,FB53,24,F
B0140,FB56,24,C
B0362,FB56,24,F
B0140,FB401,27,C
B0362,FB401,27,F
B0140,FB404,27,C
B0362,FB404,27,F
B0140,FB463,30,C
B0362,FB463,30,F
B0140,FB462,30,C
B0362,FB462,30,F
B0141,FB467,3,C
B0363,FB467,3,F
B0141,FB464,3,C
B0363,FB464,3,F
B0141,FB641,6,C
B0363,FB641,6,F
B0141,FB644,6,C
B0363,FB644,6,F
B0141,FB673,9,C
B0363,FB673,9,F
B0141,FB676,9,C
B0363,FB676,9,F
B0141,FB243,12,C
B0363,FB243,12,F
B0141,FB250,12,C
B0363,FB250,12,F
B0141,FB53,15,C
B0363,FB53,15,F
B0141,FB56,15,C
B0363,FB56,15,F
B0141,FB661,18,C
B0363,FB661,18,F
B0141,FB664,18,C
B0363,FB664,18,F
B0141,FB313,21,C
B0363,FB313,21,F
B0141,FB316,21,C
B0363,FB316,21,F
B0141,FB561,24,C
B0363,FB561,24,F
B0141,FB564,24,C
B0363,FB564,24,F
B0141,FB313,27,C
B0363,FB313,27,F
B0141,FB316,27,C
B0363,FB316,27,F
B0141,FB531,30,C
B0363,FB531,30,F
B0141,FB534,30,C
B0363,FB534,30,F
B0142,FB751,3,C
B0364,FB751,3,F
B0142,FB754,3,C
B0364,FB754,3,F
B0142,FB751,6,C
B0364,FB751,6,F
B0142,FB754,6,C
B0364,FB754,6,F
B0142,FB641,9,C
B0364,FB641,9,F
B0142,FB644,9,C
B0364,FB644,9,F
B0142,FB467,12,C
B0364,FB467,12,F
B0142,FB464,12,C
B0364,FB464,12,F
B0142,FB673,15,C
B0364,FB673,15,F
B0142,FB676,15,C
B0364,FB676,15,F
B0142,FB791,18,C
B0364,FB791,18,F
B0142,FB794,18,C
B0364,FB794,18,F
B0142,FB53,21,C
B0364,FB53,21,F
B0142,FB56,21,C
B0364,FB56,21,F
B0142,FB673,24,C
B0364,FB673,24,F
B0142,FB676,24,C
B0364,FB676,24,F
B0142,FB15,27,C
B0364,FB15,27,F
B0142,FB735,27,C
B0364,FB735,27,F
B0142,FB1863,27,C
B0364,FB1863,27,F
B0142,FB1862,27,C
B0364,FB1862,27,F
B0142,FB684,27,C
B0364,FB684,27,F
B0142,FB401,30,C
B0364,FB401,30,F
B0142,FB404,30,C
B0364,FB404,30,F
B0143,FB747,3,C
B0365,FB747,3,F
B0143,FB748,3,C
B0365,FB748,3,F
B0143,FB281,6,C
B0365,FB281,6,F
B0143,FB282,6,C
B0365,FB282,6,F
B0143,FB243,9,C
B0365,FB243,9,F
B0143,FB250,9,C
B0365,FB250,9,F
B0143,FB751,12,C
B0365,FB751,12,F
B0143,FB754,12,C
B0365,FB754,12,F
B0143,FB243,15,C
B0365,FB243,15,F
B0143,FB250,15,C
B0365,FB250,15,F
B0143,FB641,18,C
B0365,FB641,18,F
B0143,FB644,18,C
B0365,FB644,18,F
B0143,FB15,21,C
B0365,FB15,21,F
B0143,FB20,21,C
B0365,FB20,21,F
B0143,FB641,24,C
B0365,FB641,24,F
B0143,FB644,24,C
B0365,FB644,24,F
B0143,FB561,27,C
B0365,FB561,27,F
B0143,FB564,27,C
B0365,FB564,27,F
B0143,FB313,30,C
B0365,FB313,30,F
B0143,FB316,30,C
B0365,FB316,30,F
B0144,FB621,3,C
B0366,FB621,3,F
B0144,FB624,3,C
B0366,FB624,3,F
B0144,FB621,6,C
B0366,FB621,6,F
B0144,FB624,6,C
B0366,FB624,6,F
B0144,FB467,9,C
B0366,FB467,9,F
B0144,FB464,9,C
B0366,FB464,9,F
B0144,FB281,12,C
B0366,FB281,12,F
B0144,FB282,12,C
B0366,FB282,12,F
B0144,FB467,15,C
B0366,FB467,15,F
B0144,FB464,15,C
B0366,FB464,15,F
B0144,FB673,18,C
B0366,FB673,18,F
B0144,FB676,18,C
B0366,FB676,18,F
B0144,FB561,21,C
B0366,FB561,21,F
B0144,FB564,21,C
B0366,FB564,21,F
B0144,FB243,24,C
B0366,FB243,24,F
B0144,FB250,24,C
B0366,FB250,24,F
B0144,FB673,27,C
B0366,FB673,27,F
B0144,FB676,27,C
B0366,FB676,27,F
B0144,FB53,30,C
B0366,FB53,30,F
B0144,FB56,30,C
B0366,FB56,30,F
B0145,FB245,3,C
B0367,FB245,3,F
B0145,FB289,3,C
B0367,FB289,3,F
B0145,FB4875,3,C
B0367,FB4875,3,F
B0145,FB4876,4,C
B0367,FB4876,4,F
B0145,FB76,4,C
B0367,FB76,4,F
B0145,FB985,7,C
B0367,FB985,7,F
B0145,FB96,7,C
B0367,FB96,7,F
B0145,FB985,10,C
B0367,FB985,10,F
B0145,FB96,10,C
B0367,FB96,10,F
B0145,FB239,13,C
B0367,FB239,13,F
B0145,FB244,13,C
B0367,FB244,13,F
B0145,FB411,16,C
B0367,FB411,16,F
B0145,FB763,16,C
B0367,FB763,16,F
B0145,FB764,16,C
B0367,FB764,16,F
B0145,FB767,16,C
B0367,FB767,16,F
B0145,FB1000,17,C
B0367,FB1000,17,F
B0145,FB293,17,C
B0367,FB293,17,F
B0145,FB294,17,C
B0367,FB294,17,F
B0145,FB411,20,C
B0367,FB411,20,F
B0145,FB763,20,C
B0367,FB763,20,F
B0145,FB1206,20,C
B0367,FB1206,20,F
B0145,FB256,20,C
B0367,FB256,20,F
B0145,FB89,23,C
B0367,FB89,23,F
B0145,FB1748,23,C
B0367,FB1748,23,F
B0145,FB30,23,C
B0367,FB30,23,F
B0145,FB985,26,C
B0367,FB985,26,F
B0145,FB96,26,C
B0367,FB96,26,F
B0145,FB411,29,C
B0367,FB411,29,F
B0145,FB763,29,C
B0367,FB763,29,F
B0145,FB1206,29,C
B0367,FB1206,29,F
B0145,FB256,29,C
B0367,FB256,29,F
B0146,FB55,3,C
B0368,FB55,3,F
B0146,FB58,3,C
B0368,FB58,3,F
B0146,FB787,6,C
B0368,FB787,6,F
B0146,FB788,6,C
B0368,FB788,6,F
B0146,FB281,9,C
B0368,FB281,9,F
B0146,FB282,9,C
B0368,FB282,9,F
B0146,FB55,12,C
B0368,FB55,12,F
B0146,FB774,12,C
B0368,FB774,12,F
B0146,FB767,12,C
B0368,FB767,12,F
B0146,FB770,12,C
B0368,FB770,12,F
B0146,FB1709,12,C
B0368,FB1709,12,F
B0146,FB1702,13,C
B0368,FB1702,13,F
B0146,FB20,13,C
B0368,FB20,13,F
B0146,FB985,16,C
B0368,FB985,16,F
B0146,FB96,16,C
B0368,FB96,16,F
B0146,FB985,19,C
B0368,FB985,19,F
B0146,FB96,19,C
B0368,FB96,19,F
B0146,FB293,22,C
B0368,FB293,22,F
B0146,FB294,22,C
B0368,FB294,22,F
B0146,FB293,25,C
B0368,FB293,25,F
B0146,FB294,25,C
B0368,FB294,25,F
B0146,FB619,28,C
B0368,FB619,28,F
B0146,FB622,28,C
B0368,FB622,28,F
B0146,FB393,31,C
B0368,FB393,31,F
B0146,FB396,31,C
B0368,FB396,31,F
B0147,FB995,3,C
B0369,FB995,3,F
B0147,FB996,3,C
B0369,FB996,3,F
B0147,FB55,6,C
B0369,FB55,6,F
B0147,FB58,6,C
B0369,FB58,6,F
B0147,FB245,9,C
B0369,FB245,9,F
B0147,FB289,9,C
B0369,FB289,9,F
B0147,FB68,9,C
B0369,FB68,9,F
B0147,FB995,12,C
B0369,FB995,12,F
B0147,FB1208,12,C
B0369,FB1208,12,F
B0147,FB1209,12,C
B0369,FB1209,12,F
B0147,FB308,12,C
B0369,FB308,12,F
B0147,FB301,13,C
B0369,FB301,13,F
B0147,FB2158,13,C
B0369,FB2158,13,F
B0147,FB293,16,C
B0369,FB293,16,F
B0147,FB294,16,C
B0369,FB294,16,F
B0147,FB411,19,C
B0369,FB411,19,F
B0147,FB763,19,C
B0369,FB763,19,F
B0147,FB1206,19,C
B0369,FB1206,19,F
B0147,FB256,19,C
B0369,FB256,19,F
B0147,FB619,22,C
B0369,FB619,22,F
B0147,FB622,22,C
B0369,FB622,22,F
B0147,FB993,25,C
B0369,FB993,25,F
B0147,FB994,25,C
B0369,FB994,25,F
B0147,FB381,28,C
B0369,FB381,28,F
B0147,FB384,28,C
B0369,FB384,28,F
B0147,FB13,31,C
B0369,FB13,31,F
B0147,FB18,31,C
B0369,FB18,31,F
B0148,FB675,3,C
B0370,FB675,3,F
B0148,FB1861,3,C
B0370,FB1861,3,F
B0148,FB1864,3,C
B0370,FB1864,3,F
B0148,FB738,3,C
B0370,FB738,3,F
B0148,FB1709,3,C
B0370,FB1709,3,F
B0148,FB1702,4,C
B0370,FB1702,4,F
B0148,FB1605,4,C
B0370,FB1605,4,F
B0148,FB566,4,C
B0370,FB566,4,F
B0148,FB411,7,C
B0370,FB411,7,F
B0148,FB763,7,C
B0370,FB763,7,F
B0148,FB1206,7,C
B0370,FB1206,7,F
B0148,FB2144,7,C
B0370,FB2144,7,F
B0148,FB411,10,C
B0370,FB411,10,F
B0148,FB763,10,C
B0370,FB763,10,F
B0148,FB764,10,C
B0370,FB764,10,F
B0148,FB28,10,C
B0370,FB28,10,F
B0148,FB411,13,C
B0370,FB411,13,F
B0148,FB763,13,C
B0370,FB763,13,F
B0148,FB764,13,C
B0370,FB764,13,F
B0148,FB767,13,C
B0370,FB767,13,F
B0148,FB1000,14,C
B0370,FB1000,14,F
B0148,FB293,14,C
B0370,FB293,14,F
B0148,FB294,14,C
B0370,FB294,14,F
B0148,FB89,17,C
B0370,FB89,17,F
B0148,FB1748,17,C
B0370,FB1748,17,F
B0148,FB30,17,C
B0370,FB30,17,F
B0148,FB239,20,C
B0370,FB239,20,F
B0148,FB244,20,C
B0370,FB244,20,F
B0148,FB411,23,C
B0370,FB411,23,F
B0148,FB763,23,C
B0370,FB763,23,F
B0148,FB1206,23,C
B0370,FB1206,23,F
B0148,FB2144,23,C
B0370,FB2144,23,F
B0148,FB411,26,C
B0370,FB411,26,F
B0148,FB763,26,C
B0370,FB763,26,F
B0148,FB764,26,C
B0370,FB764,26,F
B0148,FB28,26,C
B0370,FB28,26,F
B0148,FB239,29,C
B0370,FB239,29,F
B0148,FB244,29,C
B0370,FB244,29,F
B0149,FB315,3,C
B0371,FB315,3,F
B0149,FB1181,3,C
B0371,FB1181,3,F
B0149,FB290,3,C
B0371,FB290,3,F
B0149,FB428,3,C
B0371,FB428,3,F
B0149,FB739,3,C
B0371,FB739,3,F
B0149,FB740,4,C
B0371,FB740,4,F
B0149,FB100,4,C
B0371,FB100,4,F
B0149,FB239,7,C
B0371,FB239,7,F
B0149,FB244,7,C
B0371,FB244,7,F
B0149,FB293,10,C
B0371,FB293,10,F
B0149,FB294,10,C
B0371,FB294,10,F
B0149,FB985,13,C
B0371,FB985,13,F
B0149,FB96,13,C
B0371,FB96,13,F
B0149,FB619,16,C
B0371,FB619,16,F
B0149,FB622,16,C
B0371,FB622,16,F
B0149,FB993,19,C
B0371,FB993,19,F
B0149,FB994,19,C
B0371,FB994,19,F
B0149,FB381,22,C
B0371,FB381,22,F
B0149,FB384,22,C
B0371,FB384,22,F
B0149,FB619,25,C
B0371,FB619,25,F
B0149,FB622,25,C
B0371,FB622,25,F
B0149,FB393,28,C
B0371,FB393,28,F
B0149,FB396,28,C
B0371,FB396,28,F
B0149,FB51,31,C
B0371,FB51,31,F
B0149,FB54,31,C
B0371,FB54,31,F
B0150,FB533,3,C
B0372,FB533,3,F
B0150,FB1621,3,C
B0372,FB1621,3,F
B0150,FB1622,3,C
B0372,FB1622,3,F
B0150,FB538,3,C
B0372,FB538,3,F
B0150,FB17,6,C
B0372,FB17,6,F
B0150,FB765,6,C
B0372,FB765,6,F
B0150,FB766,6,C
B0372,FB766,6,F
B0150,FB34,6,C
B0372,FB34,6,F
B0150,FB55,9,C
B0372,FB55,9,F
B0150,FB774,9,C
B0372,FB774,9,F
B0150,FB767,9,C
B0372,FB767,9,F
B0150,FB770,9,C
B0372,FB770,9,F
B0150,FB1709,9,C
B0372,FB1709,9,F
B0150,FB242,10,C
B0372,FB242,10,F
B0150,FB753,10,C
B0372,FB753,10,F
B0150,FB1173,10,C
B0372,FB1173,10,F
B0150,FB1174,10,C
B0372,FB1174,10,F
B0150,FB756,10,C
B0372,FB756,10,F
B0150,FB293,13,C
B0372,FB293,13,F
B0150,FB294,13,C
B0372,FB294,13,F
B0150,FB381,16,C
B0372,FB381,16,F
B0150,FB384,16,C
B0372,FB384,16,F
B0150,FB293,19,C
B0372,FB293,19,F
B0150,FB294,19,C
B0372,FB294,19,F
B0150,FB393,22,C
B0372,FB393,22,F
B0150,FB396,22,C
B0372,FB396,22,F
B0150,FB381,25,C
B0372,FB381,25,F
B0150,FB384,25,C
B0372,FB384,25,F
B0150,FB51,28,C
B0372,FB51,28,F
B0150,FB54,28,C
B0372,FB54,28,F
B0150,FB583,31,C
B0372,FB583,31,F
B0150,FB584,31,C
B0372,FB584,31,F
B0151,FB981,3,C
B0373,FB981,3,F
B0151,FB458,3,C
B0373,FB458,3,F
B0151,FB245,6,C
B0373,FB245,6,F
B0151,FB289,6,C
B0373,FB289,6,F
B0151,FB68,6,C
B0373,FB68,6,F
B0151,FB995,9,C
B0373,FB995,9,F
B0151,FB996,9,C
B0373,FB996,9,F
B0151,FB57,12,C
B0373,FB57,12,F
B0151,FB1142,12,C
B0373,FB1142,12,F
B0151,FB1141,12,C
B0373,FB1141,12,F
B0151,FB74,12,C
B0373,FB74,12,F
B0151,FB751,15,C
B0373,FB751,15,F
B0151,FB754,15,C
B0373,FB754,15,F
B0151,FB467,18,C
B0373,FB467,18,F
B0151,FB464,18,C
B0373,FB464,18,F
B0151,FB661,21,C
B0373,FB661,21,F
B0151,FB664,21,C
B0373,FB664,21,F
B0151,FB621,24,C
B0373,FB621,24,F
B0151,FB624,24,C
B0373,FB624,24,F
B0151,FB661,27,C
B0373,FB661,27,F
B0151,FB664,27,C
B0373,FB664,27,F
B0151,FB561,30,C
B0373,FB561,30,F
B0151,FB564,30,C
B0373,FB564,30,F
B0152,FB247,3,C
B0374,FB247,3,F
B0152,FB252,3,C
B0374,FB252,3,F
B0152,FB995,6,C
B0374,FB995,6,F
B0152,FB996,6,C
B0374,FB996,6,F
B0152,FB533,9,C
B0374,FB533,9,F
B0152,FB1621,9,C
B0374,FB1621,9,F
B0152,FB1622,9,C
B0374,FB1622,9,F
B0152,FB538,9,C
B0374,FB538,9,F
B0152,FB315,12,C
B0374,FB315,12,F
B0152,FB1181,12,C
B0374,FB1181,12,F
B0152,FB1182,12,C
B0374,FB1182,12,F
B0152,FB320,12,C
B0374,FB320,12,F
B0152,FB281,15,C
B0374,FB281,15,F
B0152,FB282,15,C
B0374,FB282,15,F
B0152,FB751,18,C
B0374,FB751,18,F
B0152,FB754,18,C
B0374,FB754,18,F
B0152,FB641,21,C
B0374,FB641,21,F
B0152,FB644,21,C
B0374,FB644,21,F
B0152,FB747,24,C
B0374,FB747,24,F
B0152,FB748,24,C
B0374,FB748,24,F
B0152,FB751,27,C
B0374,FB751,27,F
B0152,FB754,27,C
B0374,FB754,27,F
B0152,FB661,30,C
B0374,FB661,30,F
B0152,FB664,30,C
B0374,FB664,30,F
B0153,FB19,3,C
B0375,FB19,3,F
B0153,FB775,3,C
B0375,FB775,3,F
B0153,FB66,3,C
B0375,FB66,3,F
B0153,FB57,6,C
B0375,FB57,6,F
B0153,FB1142,6,C
B0375,FB1142,6,F
B0153,FB1141,6,C
B0375,FB1141,6,F
B0153,FB74,6,C
B0375,FB74,6,F
B0153,FB585,9,C
B0375,FB585,9,F
B0153,FB590,9,C
B0375,FB590,9,F
B0153,FB585,12,C
B0375,FB585,12,F
B0153,FB590,12,C
B0375,FB590,12,F
B0153,FB747,15,C
B0375,FB747,15,F
B0153,FB748,15,C
B0375,FB748,15,F
B0153,FB281,18,C
B0375,FB281,18,F
